Team Name,ESPN_ID,Team Name_1,HR_franch,Division,Elo Rating,Sims,Games,Wins,Losses,OT/SO L,Points,Div. Rk,Win Div.%,Playoffs%,Ovr. Rk,Make 2nd Rd,Make 3rd Rd,Make Finals,Win Finals,Rem. SOS,Rank,datestamp
Capitals,wsh,Washington Capitals,WSH,East,1541,2500,56,33,23,7.3,73.3,2.56,27.32,89.88,7.49,45.68,21.04,10.36,5,1497,23,2021-03-16
Wild,min,Minnesota Wild,MIN,West,1528,2500,56,33.1,22.9,4.4,70.6,2.75,13.12,92.4,9.49,43.2,20.08,9.24,4,1505,14,2021-03-16
Jets,wpg,Winnipeg Jets,WPG,North,1523,2500,56,31.9,24.1,5.2,69.1,2.37,30.04,92.92,10.83,49.68,24.28,9.48,3.76,1504,18,2021-03-16
Penguins,pit,Pittsburgh Penguins,PIT,East,1532,2500,56,33.5,22.5,4.2,71.3,2.99,15.92,84,8.83,37.4,16.76,8.16,3.64,1483,29,2021-03-16
Panthers,fla,Florida Panthers,FLA,Central,1526,2500,56,33.3,22.7,7.2,73.8,2.63,10.52,98.64,7.1,39.08,14.92,7.2,3.4,1515,6,2021-03-16
Canadiens,mtl,Montreal Canadiens,MTL,North,1512,2500,56,27.8,28.2,10.3,65.8,3.31,10.96,77.64,14.16,36.64,17.48,6.16,2.44,1492,27,2021-03-16
Flyers,phi,Philadelphia Flyers,PHI,East,1533,2500,56,30,26,6.4,66.4,4.26,3.08,47.84,13.29,22.32,10.72,5.2,2.2,1505,15,2021-03-16
Blues,stl,St. Louis Blues,STL,West,1518,2500,55,27.5,27.5,8.1,63.2,4.04,2.32,67.96,14.87,27.52,11.36,4.6,2.08,1519,5,2021-03-16
Oilers,edm,Edmonton Oilers,EDM,North,1503,2500,56,30.3,25.7,2.9,63.5,3.75,5.24,68.04,15.62,30.48,14.4,5.04,1.76,1513,8,2021-03-16
Flames,cgy,Calgary Flames,CGY,North,1506,2500,56,27.9,28.1,6.1,62,4.24,3.24,51.8,17.22,21.92,10.4,3.4,1.36,1501,20,2021-03-16
Stars,dal,Dallas Stars,DAL,Central,1515,2500,56,25.2,30.8,9.8,60.3,4.98,0.04,38.64,18.96,12.88,5.28,2.24,1.12,1509,12,2021-03-16
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1489,2500,56,26.4,29.6,8.1,60.9,4.84,0,44.6,18.47,12.36,4.28,1.16,0.56,1498,22,2021-03-16
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1489,2500,56,23,33,10,56,5.89,0,10.6,22.44,3.32,1.04,0.4,0.2,1524,2,2021-03-16
Canucks,van,Vancouver Canucks,VAN,North,1488,2500,56,25.6,30.4,4.8,56,5.52,0.36,12.52,22.01,5,2.4,0.56,0.16,1509,11,2021-03-16
Sharks,sj,San Jose Sharks,SJS,West,1464,2500,56,24.8,31.2,6.6,56.3,6.1,0,9.68,21.98,2.8,0.88,0.36,0.16,1489,28,2021-03-16
Coyotes,ari,Arizona Coyotes,PHX,West,1475,2500,56,24.9,31.1,7.3,57.1,5.91,0,12.76,21.41,3.96,1.16,0.2,0.12,1513,9,2021-03-16
Kings,la,Los Angeles Kings,LAK,West,1476,2500,55,24.3,30.7,9.3,57.9,5.46,0.2,21.96,19.7,6.12,1.28,0.4,0.08,1499,21,2021-03-16
Rangers,nyr,New York Rangers,NYR,East,1490,2500,56,24.8,31.2,7.4,57,5.97,0.04,4,21.42,1.28,0.76,0.24,0.04,1513,10,2021-03-16
Predators,nsh,Nashville Predators,NSH,Central,1476,2500,56,24.5,31.5,4.2,53.3,6.27,0,7.84,23.86,2,0.76,0.24,0,1493,26,2021-03-16
Devils,nj,New Jersey Devils,NJD,East,1450,2500,56,20.5,35.5,7.7,48.7,7,0,0.12,26.61,0,0,0,0,1524,1,2021-03-16
Ducks,ana,Anaheim Ducks,ANA,West,1426,2500,56,18.4,37.6,9.3,46.1,7.78,0,0.04,27.9,0.04,0,0,0,1521,3,2021-03-16
Sabres,buf,Buffalo Sabres,BUF,East,1419,2500,56,16.7,39.3,7.6,40.9,7.81,0,0,29.64,0,0,0,0,1514,7,2021-03-16
Senators,ott,Ottawa Senators,OTT,North,1414,2500,56,19.2,36.8,5,43.4,6.95,0,0.08,28.81,0,0,0,0,1504,16,2021-03-16
Red Wings,det,Detroit Red Wings,DET,Central,1388,2500,56,17.2,38.8,7.4,41.7,7.9,0,0,29.49,0,0,0,0,1519,4,2021-03-16
Lightning,tb,Tampa Bay Lightning,TBL,Central,1604,2500,56,38,18,4.9,80.9,1.41,67.48,100,2.48,72.52,48.24,34.44,21.92,1474,31,2021-03-17
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1569,2500,56,36.7,19.3,4.2,77.7,1.51,64.72,99.56,4.21,63.44,36.12,20.96,10.96,1500,21,2021-03-17
Avalanche,col,Colorado Avalanche,COL,West,1558,2500,56,33.6,22.4,5.2,72.4,2.45,18.64,95.72,7.96,54.12,29.56,15.52,8.12,1507,16,2021-03-17
Hurricanes,car,Carolina Hurricanes,CAR,Central,1551,2500,56,35.9,20.1,4.1,76,2.15,21.28,99.6,5.19,54.92,24.8,14.08,7.92,1483,29,2021-03-17
Islanders,nyi,New York Islanders,NYI,East,1553,2500,56,33.3,22.7,7,73.5,2.47,29.24,91,7.22,49.04,26.24,14.12,6.72,1526,6,2021-03-17
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1536,2500,56,33.2,22.8,4.9,71.3,1.85,50.68,97.32,8.84,56.24,31.8,13.72,6.2,1501,20,2021-03-17
Capitals,wsh,Washington Capitals,WSH,East,1543,2500,56,33.7,22.3,7.1,74.4,2.24,37.2,94.52,6.55,47.96,24.32,12.2,6.08,1524,7,2021-03-17
Bruins,bos,Boston Bruins,BOS,East,1561,2500,56,32.3,23.7,7.2,71.7,2.93,18.76,85.36,8.68,45.16,24.04,13.12,5.96,1505,17,2021-03-17
Wild,min,Minnesota Wild,MIN,West,1531,2500,56,33.7,22.3,4.2,71.6,2.6,14.96,96.12,8.62,43.08,19.64,8.44,4.12,1502,19,2021-03-17
Jets,wpg,Winnipeg Jets,WPG,North,1522,2500,56,31.9,24.1,5.2,69,2.4,29.76,92.56,10.97,47.64,24.4,9.72,3.4,1494,27,2021-03-17
Penguins,pit,Pittsburgh Penguins,PIT,East,1530,2500,56,32.8,23.2,4.1,69.7,3.33,10.84,78.32,10.13,34.48,14.28,6.72,3.28,1511,12,2021-03-17
Panthers,fla,Florida Panthers,FLA,Central,1527,2500,56,33.4,22.6,7.2,73.9,2.56,11.24,98.76,6.98,42.68,15.76,7.88,3.16,1513,11,2021-03-17
Flyers,phi,Philadelphia Flyers,PHI,East,1532,2500,56,30,26,6.4,66.3,4.26,3.96,47.08,13.35,22.04,10.72,4.36,2.32,1535,3,2021-03-17
Canadiens,mtl,Montreal Canadiens,MTL,North,1512,2500,56,27.9,28.1,10.2,66.1,3.24,11.4,80.48,13.9,37.8,17.72,6.48,2.08,1480,30,2021-03-17
Blues,stl,St. Louis Blues,STL,West,1518,2500,55,27.5,27.5,8.1,63,4.11,1.56,67.04,15.02,26.64,10.44,4.32,1.76,1518,9,2021-03-17
Oilers,edm,Edmonton Oilers,EDM,North,1503,2500,56,30.2,25.8,2.9,63.4,3.81,4.76,66.56,15.75,29.28,13.4,4.76,1.72,1510,14,2021-03-17
Flames,cgy,Calgary Flames,CGY,North,1506,2500,56,27.8,28.2,6.2,61.9,4.25,3.32,50.6,17.32,23.84,10.12,3.52,1.68,1492,28,2021-03-17
Stars,dal,Dallas Stars,DAL,Central,1516,2500,56,24.8,31.2,10.6,60.2,5.03,0,37.88,19.05,12.76,4.96,1.84,1.08,1509,15,2021-03-17
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1489,2500,56,26.4,29.6,8.1,60.9,4.81,0,45.56,18.32,12.48,4.24,1.4,0.64,1503,18,2021-03-17
Kings,la,Los Angeles Kings,LAK,West,1476,2500,55,24.5,30.5,9.3,58.3,5.35,0.08,23.4,19.4,7.52,2.36,0.8,0.36,1495,26,2021-03-17
Canucks,van,Vancouver Canucks,VAN,North,1488,2500,56,25.7,30.3,4.8,56.2,5.5,0.08,12.36,21.86,5.16,2.52,0.48,0.12,1499,22,2021-03-17
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1488,2500,56,23,33,10.1,56.1,5.89,0,10.56,22.35,2.72,0.92,0.16,0.12,1527,5,2021-03-17
Coyotes,ari,Arizona Coyotes,PHX,West,1471,2500,56,24.2,31.8,7.3,55.7,6.17,0.04,7.6,22.5,2.28,0.8,0.28,0.12,1511,13,2021-03-17
Sharks,sj,San Jose Sharks,SJS,West,1465,2500,56,24.8,31.2,6.6,56.3,5.99,0,10.52,21.92,2.92,1.08,0.32,0.12,1498,23,2021-03-17
Predators,nsh,Nashville Predators,NSH,Central,1476,2500,56,24.6,31.4,4.2,53.4,6.28,0,7.64,23.71,1.92,1.08,0.28,0.04,1496,25,2021-03-17
Rangers,nyr,New York Rangers,NYR,East,1490,2500,56,24.7,31.3,7.5,56.9,5.99,0,3.48,21.47,1.28,0.4,0.08,0,1531,4,2021-03-17
Devils,nj,New Jersey Devils,NJD,East,1451,2500,56,21.1,34.9,7.6,49.7,6.88,0,0.24,26.09,0.04,0,0,0,1545,1,2021-03-17
Ducks,ana,Anaheim Ducks,ANA,West,1423,2500,56,18.1,37.9,9.3,45.4,7.82,0,0.04,28.26,0,0,0,0,1521,8,2021-03-17
Sabres,buf,Buffalo Sabres,BUF,East,1417,2500,56,16.2,39.8,7.4,39.8,7.89,0,0,29.97,0,0,0,0,1545,2,2021-03-17
Senators,ott,Ottawa Senators,OTT,North,1413,2500,56,19.2,36.8,4.9,43.4,6.95,0,0.12,28.87,0.04,0.04,0,0,1497,24,2021-03-17
Red Wings,det,Detroit Red Wings,DET,Central,1393,2500,56,17.9,38.1,7.3,43,7.86,0,0,29.05,0,0,0,0,1517,10,2021-03-17
Lightning,tb,Tampa Bay Lightning,TBL,Central,1604,2500,56,38,18,4.9,80.9,1.42,66.88,99.88,2.57,73.6,50.76,35.32,22.76,1471,30,2021-03-18
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1571,2500,56,37.1,18.9,4.2,78.5,1.41,69.36,99.68,3.69,66.48,39.72,23.8,12.88,1487,25,2021-03-18
Bruins,bos,Boston Bruins,BOS,East,1560,2500,56,32.2,23.8,7.2,71.7,2.86,19.32,88.2,8.67,47.68,26.68,14.72,7.96,1489,24,2021-03-18
Avalanche,col,Colorado Avalanche,COL,West,1557,2500,56,33.6,22.4,5.2,72.4,2.45,17.12,96.28,7.97,55.16,27.48,15.16,7.4,1497,16,2021-03-18
Hurricanes,car,Carolina Hurricanes,CAR,Central,1549,2500,56,35.9,20.1,4.2,76,2.15,21.32,99.64,5.18,54.84,24.08,13.56,7.08,1485,27,2021-03-18
Islanders,nyi,New York Islanders,NYI,East,1553,2500,56,33.3,22.7,6.9,73.6,2.42,29.84,93.44,7.19,47.56,24.72,12.48,6.68,1521,4,2021-03-18
Capitals,wsh,Washington Capitals,WSH,East,1544,2500,56,33.8,22.2,7.1,74.6,2.17,39.6,95.04,6.45,49.92,24.04,12.12,5.84,1509,10,2021-03-18
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1535,2500,56,33.1,22.9,5,71.2,1.93,46.2,97.2,8.96,53.36,29.88,12.8,5.2,1497,15,2021-03-18
Jets,wpg,Winnipeg Jets,WPG,North,1525,2500,56,32.5,23.5,5.1,70.1,2.18,35.84,94.12,9.91,51.36,26.32,10.28,4.04,1493,21,2021-03-18
Wild,min,Minnesota Wild,MIN,West,1531,2500,56,33.7,22.3,4.3,71.6,2.61,12.8,96,8.61,43.36,19.2,9.24,3.64,1491,22,2021-03-18
Penguins,pit,Pittsburgh Penguins,PIT,East,1529,2500,56,32.8,23.2,4.1,69.7,3.3,9.52,81.8,10.1,36.8,16.72,7.64,3.6,1483,28,2021-03-18
Panthers,fla,Florida Panthers,FLA,Central,1527,2500,56,33.3,22.7,7.2,73.8,2.55,11.8,98.96,7.1,42.24,15,7.08,3,1510,9,2021-03-18
Oilers,edm,Edmonton Oilers,EDM,North,1508,2500,56,31,25,2.8,64.8,3.47,7.32,77.68,14.48,36.04,16.56,6.08,2.64,1507,13,2021-03-18
Canadiens,mtl,Montreal Canadiens,MTL,North,1511,2500,56,27.4,28.6,11.1,65.8,3.35,9.4,79,14.13,36.96,17.28,6.12,2.32,1471,31,2021-03-18
Flyers,phi,Philadelphia Flyers,PHI,East,1525,2500,56,29.1,26.9,6.3,64.5,4.62,1.64,35.6,14.86,15.84,6.96,2.88,1.36,1509,11,2021-03-18
Blues,stl,St. Louis Blues,STL,West,1513,2500,55,26.8,28.2,8.1,61.7,4.4,0.4,55.92,16.26,20.84,9.16,3.04,1.36,1524,3,2021-03-18
Stars,dal,Dallas Stars,DAL,Central,1516,2500,56,24.9,31.1,10.6,60.4,4.98,0,39.32,18.9,12.56,4.6,1.36,0.64,1498,14,2021-03-18
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1488,2500,56,26.2,29.8,8.2,60.7,4.86,0,43.84,18.51,11.52,3.96,1.44,0.56,1497,17,2021-03-18
Flames,cgy,Calgary Flames,CGY,North,1500,2500,56,27.1,28.9,6.1,60.3,4.68,1.04,38.08,18.67,16.84,7.48,2.2,0.4,1491,23,2021-03-18
Kings,la,Los Angeles Kings,LAK,West,1481,2500,55,25,30,9.2,59.3,5.05,0.32,34.84,18.49,9.56,3.04,0.68,0.24,1496,19,2021-03-18
Canucks,van,Vancouver Canucks,VAN,North,1488,2500,56,26,30,4.7,56.6,5.42,0.2,13.88,21.52,5.44,2.48,0.88,0.2,1495,20,2021-03-18
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1489,2500,56,22.9,33.1,10,55.8,5.95,0,10.24,22.56,2.92,0.92,0.24,0.12,1511,7,2021-03-18
Predators,nsh,Nashville Predators,NSH,Central,1477,2500,56,24.8,31.2,4.2,53.8,6.22,0,8.12,23.54,2.32,0.68,0.24,0.04,1485,26,2021-03-18
Coyotes,ari,Arizona Coyotes,PHX,West,1472,2500,56,24.2,31.8,7.2,55.7,6.1,0,8.64,22.41,2.6,0.8,0.28,0.04,1507,12,2021-03-18
Rangers,nyr,New York Rangers,NYR,East,1497,2500,56,25.5,30.5,7.3,58.3,5.83,0.08,5.72,20.36,2.16,0.84,0.2,0,1514,6,2021-03-18
Sharks,sj,San Jose Sharks,SJS,West,1463,2500,56,24.4,31.6,6.5,55.3,6.16,0,8.48,22.63,1.96,0.6,0.16,0,1480,29,2021-03-18
Devils,nj,New Jersey Devils,NJD,East,1452,2500,56,21.1,34.9,7.7,49.9,6.91,0,0.2,26.07,0.04,0.04,0,0,1543,1,2021-03-18
Ducks,ana,Anaheim Ducks,ANA,West,1423,2500,56,18.1,37.9,9.2,45.3,7.8,0,0.16,28.28,0.04,0,0,0,1510,8,2021-03-18
Sabres,buf,Buffalo Sabres,BUF,East,1417,2500,56,16.1,39.9,7.5,39.7,7.91,0,0,30.02,0,0,0,0,1533,2,2021-03-18
Senators,ott,Ottawa Senators,OTT,North,1415,2500,56,18.9,37.1,5.8,43.7,6.96,0,0.04,28.84,0,0,0,0,1497,18,2021-03-18
Red Wings,det,Detroit Red Wings,DET,Central,1393,2500,56,18,38,7.3,43.2,7.87,0,0,29.07,0,0,0,0,1518,5,2021-03-18
Lightning,tb,Tampa Bay Lightning,TBL,Central,1606,2500,56,38.3,17.7,4.9,81.5,1.29,76.32,100,2.17,75.44,52.4,35.64,23.2,1488,23,2021-03-19
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1570,2500,56,37.1,18.9,4.2,78.4,1.43,68.32,99.52,3.65,66,36.72,21.4,11.96,1496,16,2021-03-19
Bruins,bos,Boston Bruins,BOS,East,1563,2500,56,32.8,23.2,7.1,72.7,2.58,25.28,91.08,7.66,51.12,30.04,15.92,8.64,1468,30,2021-03-19
Avalanche,col,Colorado Avalanche,COL,West,1562,2500,56,34.2,21.8,5.1,73.5,2.23,21.48,97.76,6.85,57.76,32.76,18.16,8.4,1500,13,2021-03-19
Hurricanes,car,Carolina Hurricanes,CAR,Central,1548,2500,56,35.3,20.7,5,75.5,2.15,17.84,99.44,5.29,56.92,22.92,12.64,6.12,1499,14,2021-03-19
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1535,2500,56,33.1,22.9,4.9,71.2,1.94,48.12,96.72,8.84,55.28,29.12,12.36,5.72,1481,27,2021-03-19
Capitals,wsh,Washington Capitals,WSH,East,1544,2500,56,33.6,22.4,7.1,74.3,2.18,40.08,94.2,6.48,49.56,24,11.68,5.48,1489,20,2021-03-19
Islanders,nyi,New York Islanders,NYI,East,1550,2500,56,32.6,23.4,6.8,72.1,2.71,23,88.8,8.12,46.04,22.56,11.68,5.08,1501,10,2021-03-19
Jets,wpg,Winnipeg Jets,WPG,North,1522,2500,56,31.9,24.1,5,68.8,2.44,28.84,92.28,10.86,47.64,24.48,11.28,4.92,1482,26,2021-03-19
Wild,min,Minnesota Wild,MIN,West,1528,2500,56,33.1,22.9,4.2,70.4,2.84,9.68,93.16,9.39,39.2,17.4,7.96,3.48,1493,17,2021-03-19
Panthers,fla,Florida Panthers,FLA,Central,1524,2500,56,32.6,23.4,7.1,72.3,2.72,5.84,97.96,8.06,39.24,14.8,6.36,3.24,1523,3,2021-03-19
Oilers,edm,Edmonton Oilers,EDM,North,1511,2500,56,31.5,24.5,2.7,65.7,3.19,10.68,82.6,13.47,39.68,19.92,7.44,3,1493,18,2021-03-19
Penguins,pit,Pittsburgh Penguins,PIT,East,1527,2500,56,32.3,23.7,4,68.6,3.54,8.2,74.24,10.82,31.64,13.52,6.68,2.92,1475,28,2021-03-19
Canadiens,mtl,Montreal Canadiens,MTL,North,1511,2500,56,27.3,28.7,11.1,65.8,3.35,10.68,78.68,14.07,36.44,17.64,6.04,2.24,1466,31,2021-03-19
Blues,stl,St. Louis Blues,STL,West,1512,2500,55,26.8,28.2,8,61.7,4.39,0.4,57.08,16.16,21.72,8.08,3.4,1.36,1518,4,2021-03-19
Flyers,phi,Philadelphia Flyers,PHI,East,1528,2500,56,29.8,26.2,6.2,65.7,4.34,3.4,45.44,13.72,19.24,8.72,3.8,1.32,1490,19,2021-03-19
Flames,cgy,Calgary Flames,CGY,North,1499,2500,56,27.1,28.9,6,60.3,4.71,1.52,35.36,18.69,15.24,6.16,1.96,0.84,1472,29,2021-03-19
Stars,dal,Dallas Stars,DAL,Central,1512,2500,56,24.1,31.9,10.5,58.7,5.32,0,30.68,20.31,9.44,3.6,1.2,0.6,1517,6,2021-03-19
Kings,la,Los Angeles Kings,LAK,West,1481,2500,55,25.1,29.9,9.2,59.4,5.03,0.12,35,18.41,11.12,3.88,1,0.44,1489,22,2021-03-19
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1487,2500,56,26,30,7.9,60,4.97,0,41.6,19.13,10.64,3.4,1.04,0.36,1497,15,2021-03-19
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1492,2500,56,23.8,32.2,9.9,57.4,5.63,0,18.84,21.49,5.76,1.84,0.64,0.24,1524,2,2021-03-19
Canucks,van,Vancouver Canucks,VAN,North,1488,2500,56,26.1,29.9,4.7,56.8,5.42,0.16,14.28,21.52,5.68,2.68,0.68,0.24,1489,21,2021-03-19
Rangers,nyr,New York Rangers,NYR,East,1497,2500,56,25.5,30.5,7.3,58.3,5.87,0.04,5.84,20.46,2.28,1.08,0.4,0.12,1502,9,2021-03-19
Predators,nsh,Nashville Predators,NSH,Central,1479,2500,56,25.3,30.7,4.1,54.8,6.09,0,11.44,22.98,2.56,1.04,0.28,0.08,1500,12,2021-03-19
Coyotes,ari,Arizona Coyotes,PHX,West,1469,2500,56,23.8,32.2,8.1,55.6,6.15,0,7.64,22.71,1.64,0.6,0.16,0,1501,11,2021-03-19
Sharks,sj,San Jose Sharks,SJS,West,1463,2500,56,24.4,31.6,6.5,55.3,6.16,0,9.56,22.75,2.48,0.52,0.2,0,1483,25,2021-03-19
Devils,nj,New Jersey Devils,NJD,East,1454,2500,56,21.7,34.3,7.5,50.9,6.84,0,0.4,25.76,0.12,0.08,0,0,1518,5,2021-03-19
Ducks,ana,Anaheim Ducks,ANA,West,1425,2500,56,18.5,37.5,9.1,46.1,7.76,0,0.28,28.13,0.08,0.04,0,0,1510,8,2021-03-19
Senators,ott,Ottawa Senators,OTT,North,1414,2500,56,18.9,37.1,5.8,43.7,6.95,0,0.08,28.93,0.04,0,0,0,1487,24,2021-03-19
Sabres,buf,Buffalo Sabres,BUF,East,1413,2500,56,15.6,40.4,7.4,38.7,7.95,0,0,30.33,0,0,0,0,1513,7,2021-03-19
Red Wings,det,Detroit Red Wings,DET,Central,1396,2500,56,18.5,37.5,7.2,44.3,7.84,0,0.04,28.79,0,0,0,0,1524,1,2021-03-19
Lightning,tb,Tampa Bay Lightning,TBL,Central,1606,2500,56,38.4,17.6,4.8,81.6,1.29,75.4,99.96,2.25,73.08,49.8,33.8,21.56,1477,31,2021-03-20
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1574,2500,56,37.7,18.3,4.1,79.4,1.33,74.28,99.8,3.15,67,39.48,23.68,13.36,1491,25,2021-03-20
Bruins,bos,Boston Bruins,BOS,East,1563,2500,56,32.8,23.2,7.1,72.6,2.59,26.04,89.96,7.7,49.4,28.96,16.04,9,1481,29,2021-03-20
Avalanche,col,Colorado Avalanche,COL,West,1562,2500,56,34.1,21.9,5.1,73.3,2.31,17.24,97.52,7.03,58.28,30.92,17.32,8.92,1496,21,2021-03-20
Hurricanes,car,Carolina Hurricanes,CAR,Central,1547,2500,56,35.2,20.8,5,75.4,2.17,17.12,99.52,5.49,56.4,24.48,13.52,7.04,1493,22,2021-03-20
Islanders,nyi,New York Islanders,NYI,East,1549,2500,56,32.6,23.4,6.9,72.2,2.73,20.16,89.88,8.06,46.12,23.92,13.08,5.6,1517,7,2021-03-20
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1532,2500,56,32.5,23.5,4.9,69.9,2.17,41.16,93.36,9.87,53.08,29.84,12.56,5.12,1511,13,2021-03-20
Capitals,wsh,Washington Capitals,WSH,East,1545,2500,56,34.1,21.9,7,75.1,2.02,44.2,95.96,5.95,49.76,23.56,11.4,4.84,1516,9,2021-03-20
Jets,wpg,Winnipeg Jets,WPG,North,1522,2500,56,31.9,24.1,5,68.8,2.43,32.16,90.64,10.84,46.92,23.88,9.4,3.76,1507,15,2021-03-20
Wild,min,Minnesota Wild,MIN,West,1526,2500,56,33.1,22.9,4.2,70.4,2.86,7.84,93.88,9.38,39.96,16.64,7.76,3.48,1490,26,2021-03-20
Panthers,fla,Florida Panthers,FLA,Central,1524,2500,56,32.7,23.3,7.1,72.4,2.69,7.44,98.12,7.97,41.4,15.2,6.84,3.16,1520,5,2021-03-20
Penguins,pit,Pittsburgh Penguins,PIT,East,1527,2500,56,32.2,23.8,3.9,68.3,3.63,6.68,72.4,11.07,32.4,14.04,6.76,3.08,1486,28,2021-03-20
Canadiens,mtl,Montreal Canadiens,MTL,North,1507,2500,56,26.7,29.3,12,65.3,3.49,10.8,72.32,14.47,35,15.64,6.24,2.28,1492,23,2021-03-20
Oilers,edm,Edmonton Oilers,EDM,North,1510,2500,56,31.6,24.4,2.7,65.9,3.16,12.56,81.6,13.34,38.24,18.68,6.24,2.16,1519,6,2021-03-20
Flyers,phi,Philadelphia Flyers,PHI,East,1528,2500,56,29.8,26.2,6.3,65.8,4.31,2.76,46.52,13.61,20.4,8.8,3.8,1.76,1504,17,2021-03-20
Flames,cgy,Calgary Flames,CGY,North,1502,2500,56,27.8,28.2,5.9,61.6,4.47,2.72,43.36,17.53,19.44,8.72,2.76,1.2,1498,19,2021-03-20
Blues,stl,St. Louis Blues,STL,West,1513,2500,55,27.3,27.7,7.9,62.4,4.18,0.6,66.76,15.43,23.6,9.04,2.96,1.16,1514,10,2021-03-20
Stars,dal,Dallas Stars,DAL,Central,1512,2500,56,24.1,31.9,10.5,58.6,5.33,0,29.36,20.39,10.56,4.64,1.88,0.8,1517,8,2021-03-20
Blackhawks,chi,Chicago Blackhawks,CHI,Central,1486,2500,56,26,30,8,60,4.96,0,43.44,19.17,11.56,3.52,1,0.48,1498,20,2021-03-20
Kings,la,Los Angeles Kings,LAK,West,1477,2500,55,24.5,30.5,9.1,58.2,5.29,0.04,25.56,19.53,7.4,2.84,0.96,0.44,1487,27,2021-03-20
Canucks,van,Vancouver Canucks,VAN,North,1490,2500,56,26.7,29.3,4.6,57.9,5.3,0.6,18.72,20.59,7.32,3.24,0.84,0.2,1509,14,2021-03-20
Predators,nsh,Nashville Predators,NSH,Central,1479,2500,56,25.4,30.6,4.1,54.8,6.08,0,12.44,23.02,3,1.08,0.36,0.2,1492,24,2021-03-20
Rangers,nyr,New York Rangers,NYR,East,1495,2500,56,25.1,30.9,7.1,57.3,5.98,0.16,4.64,21.23,1.76,0.72,0.28,0.16,1505,16,2021-03-20
Blue Jackets,cbj,Columbus Blue Jackets,CBJ,Central,1492,2500,56,23.7,32.3,10,57.3,5.64,0.04,17.12,21.55,4,1.28,0.28,0.16,1523,4,2021-03-20
Coyotes,ari,Arizona Coyotes,PHX,West,1469,2500,56,23.7,32.3,8.1,55.5,6.15,0,7.76,22.82,1.92,0.68,0.16,0.08,1500,18,2021-03-20
Sharks,sj,San Jose Sharks,SJS,West,1462,2500,56,24,32,7.4,55.4,6.13,0,8.52,22.78,1.84,0.4,0.08,0,1480,30,2021-03-20
Devils,nj,New Jersey Devils,NJD,East,1456,2500,56,21.8,34.2,7.5,51.2,6.79,0,0.64,25.54,0.16,0,0,0,1540,1,2021-03-20
Ducks,ana,Anaheim Ducks,ANA,West,1426,2500,56,18.7,37.3,9.1,46.4,7.75,0,0.2,28.08,0,0,0,0,1512,12,2021-03-20
Sabres,buf,Buffalo Sabres,BUF,East,1414,2500,56,15.6,40.4,7.3,38.5,7.95,0,0,30.35,0,0,0,0,1538,2,2021-03-20
Senators,ott,Ottawa Senators,OTT,North,1414,2500,56,18.9,37.1,5.9,43.6,6.98,0,0,29.02,0,0,0,0,1513,11,2021-03-20
Red Wings,det,Detroit Red Wings,DET,Central,1397,2500,56,18.6,37.4,7.2,44.4,7.83,0,0.04,28.76,0,0,0,0,1525,3,2021-03-20
Lightning,tb,Tampa Bay Lightning,TBL,Central,1608,2500,56,38.7,17.3,4.8,82.2,1.25,79.44,100,2.09,74.36,51.12,36.12,24.68,1490,27,2021-03-21
Golden Knights,vgs,Vegas Golden Knights,VEG,West,1573,2500,56,37.7,18.3,4.1,79.4,1.35,72.52,99.76,3.2,67.44,39.36,23.96,12.4,1490,26,2021-03-21
Avalanche,col,Colorado Avalanche,COL,West,1566,2500,56,34.7,21.3,5,74.4,2.13,22.04,98.72,6.25,58.84,31.08,18.28,9.88,1498,21,2021-03-21
Bruins,bos,Boston Bruins,BOS,East,1563,2500,54,31.5,22.5,6.8,69.9,2.61,24.96,91.08,7.76,52.44,29.12,15.16,7.96,1489,29,2021-03-21
Hurricanes,car,Carolina Hurricanes,CAR,Central,1546,2500,56,34.6,21.4,5.9,75.1,2.26,13.4,99.64,5.76,55.32,23.92,13.08,6.48,1502,18,2021-03-21
Maple Leafs,tor,Toronto Maple Leafs,TOR,North,1536,2500,56,32.9,23.1,4.7,70.6,2.01,45.64,96.16,9.39,57.28,32.8,14.4,6.12,1514,12,2021-03-21
Islanders,nyi,New York Islanders,NYI,East,1554,2500,55,32.8,22.2,6.6,72.2,2.35,31.4,93.72,6.82,51.2,26.4,13.32,6,1520,8,2021-03-21
